name,image,url,contents
폴메이저 썸머 베이지 슬랙스 JMFP5308,17584231.jpg,https://www.w-shopping.co.kr/display/goods/17584231,"폴메이저 썸머 베이지 슬랙스 JMFP5308

남성이 메이저가 되길 바라는 마음으로 탄생한 권위 있는 유럽의 Major. ""가장이라면 가정의 행복과 동시에 사회 정의도 실현해야 한다는 정신으로 탄생한 PAUL MAJOR의 정신."" AICHE 이끌어갈 당신의 가슴에 Major의 Emblem을 지님으로써 시대를 앞선 정신을 함께 하고자 합니다.

PAUL MAJOR는 노하우와 특징이 담긴 새로운 패턴을 도입하여 한층 편안함과 탄력 있는 느낌을 제공합니다. 슬림하며, 다리가 길어 보이는 효과가 있습니다. 주머니 입구에 고인찌 작업을 통해 튼튼하게 마무리하여 완성도를 높였습니다. 앞경사 주머니 2개, 뒷학고 주머니(외입술) 2개로 총 4개의 주머니가 있어 여유롭게 사용할 수 있습니다. 오른쪽 주머니 안쪽에는 동전 주머니가 부착되어 있습니다. 디자인은 앞주름이 없습니다.

사이즈 & 제품 정보
색상: 베이지
치수: 30, 31, 32, 33, 34, 36, 38
소재: 면 98%, 폴리 2%
세탁방법: 드라이클리닝
제조국: 베트남, 중국
수입사: BME

사이즈(단위: cm)
- 30: 허리 76, 엉덩이 100, 앞시리 21.5, 허벅지 37.5, 바지부리 19.3, 총장 90
- 31: 허리 78, 엉덩이 104, 앞시리 22.5, 허벅지 38.5, 바지부리 20.3, 총장 90
- 32: 허리 80, 엉덩이 106, 앞시리 23, 허벅지 39, 바지부리 20.8, 총장 90
- 33: 허리 82, 엉덩이 108, 앞시리 23.5, 허벅지 39.5, 바지부리 21.3, 총장 90
- 34: 허리 84, 엉덩이 110, 앞시리 24, 허벅지 40, 바지부리 21.8, 총장 90
- 36: 허리 94, 엉덩이 114.5, 앞시리 25, 허벅지 42, 바지부리 23.2, 총장 90
- 38: 허리 98, 엉덩이 118, 앞시리 26, 허벅지 42, 바지부리 23.1, 총장 90

사이즈는 측정 방법에 따라 1-3cm 차이가 있을 수 있으니 참고 바랍니다. 모니터 해상도와 빛에 따라 실제 제품과 색상 차이가 있을 수 있습니다. 상세컷이 실제 상품의 색상과 가장 가깝습니다. 신중한 구매 부탁드립니다.

배송 안내
택배사: 대한통운 (1588-1255)
상품 주문 시 영업일 기준(주말 제외) 익일 출고되며, 배송은 택배사 사정에 따라 2~3일 지연될 수 있습니다. 출고 당일 취소 및 변경은 불가하며, 주문 당일 취소/변경을 원하실 경우 주문"
디키즈 42283 루즈핏 워크 쇼츠 반바지 카키,17551095.jpg,https://www.w-shopping.co.kr/display/goods/17551095,"디키즈 루즈핏 워크 쇼츠 반바지 카키  
품번: 42283  
색상: 카키  
소재: 폴리에스터 65%, 코튼 35%  
원산지: 온두라스  
사이즈: 28, 30, 32, 34, 36, 38, 40  
허리(단위: cm): 36, 38, 40, 42, 47, 49, 51  
밑위(단위: cm): 32, 32, 33, 35, 36, 39, 39  
밑단(단위: cm): 30, 30, 31, 33, 34, 35, 37  
총장(단위: cm): 59, 60, 61, 62, 64, 65, 66  

디키즈는 노동자들을 위해 만들어진 워크웨어 브랜드로, 1922년 미국 근 현대사의 굴곡을 함께 겪으며 발전해 왔습니다. 디키즈만의 내구성과 활동성, 편안함에 트렌디한 감성이 더해져 일과 일상의 경계를 두지 않고 전 세계적으로 사랑받고 있으며, 많은 뮤지션, 아티스트, 스케이트보더 등 문화계에서도 오랫동안 각광받고 있습니다.  

구매 전 주의사항:  
제품에 부착된 스티커나 택 제거 또는 제품의 훼손이나 사용의 흔적이 있을 경우 교환 및 반품이 불가능합니다. 사이즈는 측정하는 사람과 방식에 따라 오차가 있을 수 있습니다. 색상은 모니터 해상도에 따라 다를 수 있습니다. 위의 사유로는 오배송을 제외하고 교환과 환불이 불가능합니다. 이 점 참고하시어 구매 부탁드립니다. 동일하나 입고 시기에 따라 표기되어 있는 내용이나 택의 모양이 다를 수 있으며, 해당 사유로는 무상 환불이나 교환이 불가합니다."
골프 상의 하의 비옷 우비세트 배달 오토바이 레드,17512089.jpg,https://www.w-shopping.co.kr/display/goods/17512089,"골프 상의 하의 비옷 우비세트 배달 오토바이 레드

3200) BV SE, (64k ~   
나노 방수 방풍 및 보온, 내마모성 와일드 원단  
벨크로 디자인  
버튼 분해 후 단일 커버로 사용 가능.  
주: 상품 수령 후 벨크로 가장자리의 보호 필름을 제거하십시오.

모자 상단의 벨크로  
레인캡 챙 높이 조절 가능  
레인캡은 숨길 수 있으며, 칼라는 착용할 수 있습니다.  

긴 레인 팬츠 디자인  
바지를 단단히 조일 수 있습니다.  

내부 이음새를 핫프레스 실란트로 봉제하였습니다.  
내부 방수 멤브레인  
주름이 잡히지 않으며, 수분 축적 없이 속건성으로 언제나 뽀송뽀송합니다.  

강화된 방수 측면 포켓  
모프 방지하기 위한 강화된 바느질  
내부 메쉬는 통기성이 우수하여 답답하지 않습니다.  

이중 소매 디자인으로 손을 이중으로 보호합니다.  
내부 신축성 있는 소매 끝, 소매를 조여주는 외부 보강 벨크로  

제품 정보  
제품명: 비옷 레인팬츠 방수지시  
모델명: —  
색상: 별도 페이지 참조  
친환경 지수: —  
원단: 나노 기술 명주 친환경 원단  
마모성 지수: —  
사이즈: LXL, 2XL, SXL, XL

사이즈 참고표  
크기는 수동으로 측정하였으며 약 1~3cm 오차는 정상입니다.  
사이즈 어깨너비 가슴둘레 소매길이 엉덩이 바지길이 허리둘레  
M 44cm 104cm 68cm 56cm 97cm 94cm  
L 48cm 112cm 72cm 58cm 100cm 101cm  
XL 52cm 122cm 74cm 59cm 107cm 103cm  
2XL 54cm 128cm 77cm 62cm 114cm 106cm  
3XL 58cm 133cm 80cm 66cm 122cm 112cm  
4XL 62cm 141cm 84cm 69cm 130cm 118cm  

신장/체중 사이즈 차트  
측정 단위: 무게(kg), 신장(cm)  
권장 사이즈  
155-160 cm 60kg 이하 L  
161-169 cm 60-66 kg XL  
170-174 cm 66-84 kg 2XL  
175-180 cm 84-96 kg 3XL  
181-189 cm 96-120 kg 4XL  
190 cm 이상 120 kg 이상

키나 몸무게는 최대값으로 선택하는 것이 좋습니다.  
신장에 따라 선택하시고, 체중이 해당하는 경우 무게에 따라 선택하십시오.  

제품 색상  
모든 사진은 실제 상품을 참고하시기 바랍니다.  
색상 차이 설명: 상품 상세 페이지에 개제된 모든 사진은 ABS 촬영한 것입니다. 실제 상품과 차이가 있을 수 있으므로 참고하시기 바랍니다."
쿨 메쉬 라운드 반팔/쿨론/에어로쿨/기능성티셔츠,17463787.jpg,https://www.w-shopping.co.kr/display/goods/17463787,"쿨 메쉬 라운드 반팔/쿨론/에어로쿨/기능성 티셔츠

사이즈: XS, S, M, L, XL, 2XL, 3XL  
소재: 폴리에스터 100%  
제조: 중국  

특징:  
- 목 늘어짐을 방지해주는 해리 처리가 되어 있습니다.  
- 소매 끝단 처리  
- 원단 질감이 우수합니다.  
- 적당한 스판 기능  

사이즈 정보:  
- 어깨 넓이: XS(42), S(44), M(46), L(48), XL(50), 2XL(53), 3XL(56)  
- 가슴폭: XS(44), S(47), M(50), L(53), XL(56), 2XL(60), 3XL(63)  
- 총기장: XS(62), S(65), M(68), L(71), XL(74), 2XL(77), 3XL(80)  
- 소매 길이: XS(19), S(20), M(21), L(22), XL(23), 2XL(25), 3XL(27)  

치수: 상세치수는 측정 위치에 따라 약간의 오차가 있을 수 있습니다.  
색상: 사용자의 컴퓨터 환경에 따라 보여지는 색상이 다를 수 있습니다.  

색상: 검정, 곤색, 백색"
남성 긴팔 와플티셔츠 패션 카라티 면 티셔츠,17463285.jpg,https://www.w-shopping.co.kr/display/goods/17463285,"남성 긴팔 와플티셔츠 패션 카라티 면 티셔츠

MEN’S FASHION
>...
2409

디자인
남성 스타일
아이보리, 그레이, 네이비, 블랙

고급스럽고 부드러운 와플 원단

사이즈: L, XL, 2XL, 3XL
사이즈: 종장, 어깨폭, 가슴둘레, 소매길이
L: 68, 43, 100, 59
XL: 70, 44, 104, 60
2XL: 72, 45, 108, 61
3XL: 74, 46, 112, 62

색상: 아이보리, 그레이, 블루, 블랙
재질: 면, 폴리에스터
제조국: 중국

THE TIDE OF FASHION
PERSONALITY

FASHION LEISURE"
남자 빅사이즈 분또 트임 반팔 티셔츠 AC-TSH-Q029-화이트,17391289.jpg,https://www.w-shopping.co.kr/display/goods/17391289,"남자 빅사이즈 분또 트임 반팔 티셔츠 AC-TSH-Q029 - 화이트

구매 시 무료 배송

색상: 아이보리, 소라, 베이지, 블랙

소재: 폴리에스터 80%, 레이온 15%, 스판 5%

사이즈: FREE
- 어깨 넓이: 63cm
- 가슴 둘레: 71cm
- 소매 길이: 30cm
- 총 기장: 78cm

제조국: 한국
세탁 방법: 손세탁, 드라이클리닝

—————— 제품 정보 ——————

비침: 있음, 보통, 없음
신축성: 보통, 없음
안감: 있음, 기모 안감

—————— 배송 안내 ——————

상품은 대한통운(1588-1255)으로 발송됩니다. 
배송 기간은 평균 2~3일 소요됩니다.
상품은 무료 배송으로 발송되며, 지역에 따라 추가 운임이 발생할 수 있습니다.
제주도는 3,000원, 도서산간은 5,000원이 추가됩니다.

색상은 조명과 각도 또는 사용하시는 모니터나 핸드폰 화면에 따라 차이가 날 수 있으며, 이는 판매자의 귀책사유가 아닙니다.

배송 조회는 주문하신 사이트의 배송 추적 페이지에서 확인하시기 바랍니다. 문의사항은 고객센터(1588-1255)로 연락해 주세요.

—————— 교환 및 반품 안내 ——————

제품 불량일 경우라도 착용하거나 수선한 상품은 교환 및 반품이 불가합니다. 
교환 및 반품 기한은 구매하신 사이트 내규에 따릅니다. 수령 후 바로 꼼꼼히 살펴보시기 바랍니다.

교환 및 반품은 대한통운 택배로만 가능하며, 타 택배사 이용 시 발생하는 추가 운임료는 고객 부담입니다.

주문하셨던 사이트에서 교환 신청 후 결제해 주시거나, 반품 주소는 아래와 같습니다.

반품 주소:
서울 성북구 보문동 3가 206-12
서울 성북구 보문사길 29

초기 배송비 3,000원 + 편도 배송비 3,000원 = 총 6,000원 반품 배송비를 사이트에서 결제하시거나, 택배 봉투 안에 동봉하여 착불로 보내주시거나 무통장으로 결제하셔도 가능합니다."
남성자켓 후드점퍼 야상 바람막이 캐주얼코트,17357157.jpg,https://www.w-shopping.co.kr/display/goods/17357157,"@  1
7 | 남성자켓 후드점퍼 야상 바람막이 캐주얼코트
COMMENT
데일리하게 착용 가능한 후드 집업 자켓 제품입니다.
무난한 디자인과 여유로운 핏으로 다양한 스타일링이 가능합니다.
COLOR
BLACK
블랙
TEXTURE
가죽     데님     면     린넨    폴리에스터
신축성 없음 / 안감 없음 / 비침 없음
*신축성과 비침은 최대한 객관적으로 기재하기 위해 노력하고 있으나 개인의 기준에 따라 차이가 있을 수 있는 점 양해 부탁드립니다.

PRODUCT DETAIL
*사이즈는 측정하는 사람과 측정 위치에 따라 조금씩 오차가 있을 수 있습니다.
어깨너비
총장
밑단둘레              소매길이
Detail Guide        Size Info              Point
Color                       Black
Texture                     Polyester
Detail Guide   Size Info     Point                 단면 측정, 단위 cm
Size      총장     어깨     가슴     밑단     소매      팔
XL(95)      89      63      66      65      18      55
XXL(100)     90      63      68      66      18      56
Detail Guide        Size Info            Point
안감         전체안감         치마안감         기모안감       안감 없음
신축성        좋음             약간 있음       없음             허리 밴딩
비침       없음            약간 비침         많이 비침         밝은 색 비침
두께         얇음             적당함           두꺼움
무게      가벼움         적당함         무거움
핏          슬림             레귤러         루즈             오버사이즈"
데일리 캐주얼 남성 봄 가을 체크무늬 카라 셔츠 남방,17309837.jpg,https://www.w-shopping.co.kr/display/goods/17309837,"A ~. ㅣ | Bet  
By i &  
atl US 해 / =  
LKFNC PRODUCT  
카테고리: 셔츠  
모델 사이즈: 175 / 68 / XXL  
색상: 레드  
색상: 네이비  
색상: 그레이  

PRODUCT INFORMATION  
제품의 상세정보를 한눈에 확인하세요.  
XL(95) 50 45 60 ~ 70 오차범위 1-3cm  
2XL(100) 52 47 61 ~ 72  
3XL(105) 54 49 62 ~ 74  
- 위의 실측 사이즈는 단면의 길이입니다. 참고해 주세요.  
- 사이즈는 측정 방법에 따라 1-3cm 정도 오차가 있을 수 있습니다.  
- 제품 색상은 사용자 모니터의 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
- 제품 컷의 색상이 실제 제품의 색상과 가장 비슷합니다.  

전체안감 기모안감 부분안감  
좋아요 약간 있어요 많이 비쳐요  
안 비쳐요 약간 비쳐요 밝은 색 비쳐요  
두꺼워요 적당해요 가벼워요  
무게감 있어요 적당해요 부드러워요 까슬까슬해요  

DETAIL GUIDE  
햇빛이나 조명의 각도에 따라 색상이 왜곡되어 다르게 보일 수 있습니다.  
아래의 디테일 이미지가 실제 색상과 가장 가까우니 확인하셔서 구매해주세요.  
소재: 면  
제조사: 주식회사 44040  
원단의 특성상 첫 세탁은 드라이클리닝을 권장합니다.  
단독 세탁을 해주시고 건조기 사용 시 변형이 갈 수 있습니다.  

제품명: 데일리 캐주얼 남성 봄 가을 체크무늬 카라 셔츠 남방"
쿨링 메쉬 반바지 기능성 냉장고 팬츠 여름 빅사이즈,17298942.jpg,https://www.w-shopping.co.kr/display/goods/17298942,"더운 여름에 입기 좋은 아이스 쿨링 반바지입니다. 

냉감 소재로 제작되어 입는 내내 시원하게 유지됩니다. 통기성이 뛰어나 장시간 착용해도 쾌적합니다.

착용 전과 착용 후의 차이를 확인해보세요. 허리밴딩 끈이 있어 조절이 가능하여 허리가 편안합니다.

뛰어난 신축성으로 다양한 활동에 활용할 수 있습니다.

**제품 정보**
- 디자인: 일반 쿨링, 메쉬 쿨링
- 재질: 폴리에스터
- 사이즈: 2XL, 3XL, 4XL
- 측정 위치에 따라 약 1~3cm 오차가 있을 수 있습니다.

쿨링 메쉬 반바지 기능성 냉장고 팬츠 여름 빅사이즈로 더욱 시원한 여름을 경험해보세요."
키밍 남자 중년 긴팔 티셔츠 아빠옷 골프티 긴팔티,17298864.jpg,https://www.w-shopping.co.kr/display/goods/17298864,"소한 나의 2, IL ALIS 트렌디한 키밍 남자 중년 긴팔 티셔츠  
L.XL.XXL.XXXL  
색상: 블랙, 네이비, 블루, 레드, 그레이  

KEYMING 남자 셔츠  
편한 활동하기 좋은 두께감 있는 소재  
편안한 넥라인  
소매 디테일  

상품 정보:  
품명: 키밍 남자 중년 긴팔 티셔츠  
모델명: KM2629-149  
옵션: 블랙, 블루, 레드, 그레이, 네이비  
재질: 폴리에스터  

사이즈 정보:  
170/L: 68, 42, 52, 60  
175/XL: 71, 42, 54, 62  
180/XXL: 72, 42, 56, 62  
185/XXXL: 73, 42, 58, 62  

본 제품은 (주)오너클랜 공식 온라인 판매처에서 제공받은 키밍 브랜드 제품입니다.  
상세 이미지는 키밍의 저작권 및 지적재산권에 의해 보호받고 있습니다. 당사의 허락 없이 상품 페이지 이미지를 무단으로 수정하거나 사용하실 경우 즉시 고소 조치될 수 있습니다.  

자연광, 모니터 설정 등에 의해 색상이 약간 다르게 보일 수 있습니다.  
사이즈 오차가 있을 수 있습니다."
매쉬 쿨점퍼 여름 자외선차단,17298804.jpg,https://www.w-shopping.co.kr/display/goods/17298804,"A
매쉬 쿨점퍼 여름 자외선 차단
SS 한여름 패션 중결자가 되었다
안 입은 듯 시원하게
무더운 여름 자외선 차단과 함께
패셔니스타로 완성
트렌디한 남자 선호, 가벼운 자외선 차단
흡수 속건, 피부 친화적인 원단, 편안한 촉감, 자외선 차단, 통기성 좋은 가벼운 소재

S/S 에어 매쉬 스킨코트 L/XL/2XL/3XL/4XL
폴리에스터 100% 블랙/화이트

+ 사이즈 정보
사이즈 표시 기준으로 1-3cm의 오차가 있는 것이 모두 합리적인 범위에 속한다.
사이즈 추천
사이즈 | 가슴둘레 | 권장체중(kg) | 권장신장(cm)
L    | 53-60    | 160-170
XL   | 60-67    | 170-175
2XL  | 67-75    | 175-180
3XL  | 75-85    | 175-185
4XL  | 85-95    | 178-190

구매 전 고객님 필독사항
선택 미스로 인한 반품 및 교환은 불가능합니다.
주문은 당일 발송되며, 그 이후 시간대의 주문건은 다음날 발송됩니다. 
단, 토/일요일 및 공휴일의 주문건은 돌아오는 평일에 발송되며, 발송된 주문건은 택배사를 통해 1-2일 내로 고객님께 전달됩니다. (제주 및 도서산간 지역은 더 지연될 수 있습니다.)
A/S 책임자와 전화번호는 제품마다 다르므로 고객센터로 문의 바랍니다.
고객님의 불찰로 생긴 A/S는 유상으로 가능합니다. 
월-금 AM 10:00~PM 06:00 (12:00~01:00 제외)

고객 변심이나 색상, 사이즈 변경으로 인한 교환/반품 시 왕복 배송비는 고객 부담입니다.
배송이 늦어질 경우 반드시 착용하지 마시고 한진택배로 보내주세요. (착용 후 절대 처리 불가)
단순 교환(사이즈 등) 시: 왕복택배비 6,000원 동봉 후 한진택배 착불 (타 택배사 이용 시에는 배송비 3,000원 동봉 후 선불로 발송)
환불: 6,000원 동봉 후 한진택배 착불로 보내주세요. (구매 시 배송비 선결제 하신 경우 6,000원 동봉해주시면 최초 결제 금액 전액 환불됩니다.)
택배비는 반드시 봉투 안에 동봉해 주십시오. 택배는 반드시 한진택배 1588-0011에 접수해 주세요.
※타 택배사 이용 시 택배비는 반드시 선불로 지불하시고 3,000원을 동봉해 주세요.

1. 제품 고유 박스 훼손, 착용 흔적, 신발 바닥 오염, 상품 태그 분실 등의 사유로 새 제품으로의 가치가 손상될 경우 절대 교환, 반품 불가합니다.
2. 초기 불량일 경우 교환/반품 배송비는 판매자가 부담합니다.
3. 착용 전 반드시 불량 여부와 사이즈를 확인해 주세요.
4. 교환 요청 시 제품 입고 후 교환 처리되므로 품절될"
오버핏져지 봄자켓 캐주얼자켓 트레이닝져지 올드스쿨,17285661.jpg,https://www.w-shopping.co.kr/display/goods/17285661,"INSUM 아우터 베스트  
색상 (COLOR) : 그레이, 블랙  
소재 (MATERIAL) : 면 70%, 폴리 30%  
세탁방법 (WASHING) : 드라이크리닝, 단독세탁, 다림질 금지  

사이즈 (SIZE) : XL, XXL  
XL 사이즈 : 어깨 54cm, 가슴 58cm, 소매 60cm, 총길이 68cm  
XXL 사이즈 : 어깨 56cm, 가슴 60cm, 소매 62cm, 총길이 70cm  

신축성 (ELASTICITY) : 좋음  
비침 (SHEERNESS) : 보통  
두께감 (THICKNESS) : 두꺼운  
안감 (LINING) : 없음  

상품명 : 오버핏 저지 봄 자켓 캐주얼 자켓 트레이닝 저지 올드스쿨"
남녀공용 반팔 야자수 하와이안 셔츠 커플룩 바캉스룩,17250339.jpg,https://www.w-shopping.co.kr/display/goods/17250339,"Crolnk 

1441 이전 주문 완료건은 당일 발송 처리해드립니다.
*일부 상품의 배송은 상황에 따라 1~3일 정도의 기간이 소요될 수 있습니다.

하와이안 반팔 셔츠
#커플휴가룩
#휴양지룩
#구김없는
#시원한_소재
#하와이안_반팔_셔츠

여름 휴양지에서 입기 좋은 하와이안 무늬 반팔 셔츠입니다. 남녀공용이라 휴양지 커플룩으로 좋습니다!

소재 : 폴리에스터
- 제품 사이즈 -
1. 어깨너비
2. 가슴둘레
3. 소매기장
직접 측정한 값이므로 실제 사이즈와 다를 수 있습니다.

고객 상담
1644-0953
운영시간 : 월요일 ~ 금요일 am 11:00 ~ pm 18:00 (공휴일 제외)
점심시간 : PM 12:00 ~ PM 13:00

배송 정보
- 제품 발송은 월요일 ~ 금요일이며, 당일 발송의 마감시간은 오후 2시입니다.
- 일요일 및 공휴일은 택배 발송 업무를 하지 않습니다.
- 교환 및 반품은 상품 수령 후 7일 이내에만 가능합니다. 
  무체국 택배를 이용하여 보내주시거나 판매자에게 연락해 주셔야 합니다.
- 수취인명과 배송지, 주문시간이 동일하면 묶음 배송됩니다.
- 제품 손상 및 훼손, 오주문이나 고객 변심으로는 반품 및 교환이 불가능합니다.
- 고객님의 변심으로 인한 제품 교환 및 반품은 왕복 택배비가 구매자에게 부담됩니다.

제품 상세 페이지 관련 사항
- 제품 상세 이미지는 실제 제작된 이미지입니다.
- 상세 페이지와 동일한 모델이 아닐 수 있으며, 주문하신 모델에 맞게 발송됩니다.
- 품목에 따라 모니터의 해상도나 보는 각도에 따라 약간의 차이가 있을 수 있습니다.

제품 개봉 전 주의사항
- 제품 수령 후 자신의 모델과 상품 모델이 동일한지 확인하시고, 주문하신 모델이 맞는지 색상과 디자인을 확인 후 개봉 바랍니다.
- 제품 개봉 후 고객의 단순 변심으로 인한 교환 및 반품은 이루어지지 않으니 이 점 유의하여 주문해주시길 바랍니다."
남성하프기모폴라 목티 이너 레이어드 간절기 반목,17249687.jpg,https://www.w-shopping.co.kr/display/goods/17249687,"나선 PF 폭  
MEN’S FLEECE TURTLENECK  

제품선택옵션  
사이즈: XL(90~95) / 2XL(95~100) / 3XL(100~105) / 4XL(105~110)  
색상: 블랙, 차콜  

제품 사진은 재질 및 디테일 참고용입니다.  
플리스 기모 원단으로 제작되어 피부 자극이 없으며 매우 부드럽고 편안합니다.  
빠르게 상승하는 온도로 겨울철 야외활동 시 입기 좋습니다.  
원단 사이 중공층에 빠르게 가열되어 온기가 장시간 지속되는 효과가 있습니다.  

PRODUCT INFO  
제품명: 남성하프기모폴라 목티 이너 레이어드 간절기 반목  
색상옵션: 블랙, 차콜  
사이즈: XL(90~95), 2XL(95~100), 3XL(100~105), 4XL(105~110)  
소재: 폴리 외  
제조: 중국"
라코스테 스포츠 코튼 플리스 트랙팬츠_네이비,17224072.jpg,https://www.w-shopping.co.kr/display/goods/17224072,"라코스테 스포츠 코튼 플리스 트랙팬츠_네이비

DETAIL
깔끔하고 편하게 착용할 수 있는 라코스테의 테니스 트랙팬츠입니다. 베이직한 디자인에 부드러운 촉감으로 착용감이 좋은 팬츠이며, 보온성이 있어 쌀쌀한 시즌에 착용하기 적합합니다.

추천 사이즈: 28, 30, 32, 34, 36, 38  
허리 단면: 33, 34, 35, 39, 42, 44  
밑위 길이: 26, 27, 27, 28, 30, 30  
밑단 단면: 14, 14.5, 15, 15, 16, 16  
총 길이: 104, 105, 106, 107, 109, 110  

위 사이즈는 상품의 실측 사이즈이며, 케어 라벨의 신체 표기 치수와는 다를 수 있습니다. 사이즈는 측정 방법과 환경에 따라 1~3cm 가량의 오차가 발생할 수 있습니다.

INFO  
소재 - 면 83%, 폴리에스터 17%  
원산지/수입원 - 캄보디아 / (주)건원 병행수입  
제조년월 - 2020.07  
세탁 방법 - 단독 손세탁 및 케어 라벨 세탁 정보 참고  
모델 스펙 및 착용 사이즈 - HEIGHT 182CM / WEIGHT 73KG / XL  

배송 안내  
택배사: 대한통운 (1588-1255)  
상품 주문 시 영업일 기준(주말 제외) 익일 출고 진행되며, 배송은 택배사 사정에 따라 2~3일 지연될 수 있습니다. 출고 당일 취소 및 변경은 불가하며, 주문 당일 취소/변경을 원하실 경우 주문 취소 후 재결제 바랍니다. 출고지가 같은 상품들만 묶음 배송이 가능하며 (일부 상품 제외) 주문 증가로 인해 품절 및 배송 지연이 발생할 수 있는 점 양해 부탁드립니다.

추가 배송비 안내  
- 도서 산간 지역: 추가 배송비 3,000원  
- 제주도: 추가 배송비 3,000원  
- 도서 산간 추가 배송비: 5,000원  
- 추가 운임 발생 지역은 추가 결제를 안내드릴 수 있습니다.  
- 무료 배송일 경우에도 추가 배송비는 고객님 부담입니다.  
- 교환/반품의 경우에도 추가 배송비가 별도로 결제가 필요합니다.  

입금 계좌  
농협 355-0071-0863-03 (주식회사 건원홀딩스)  

교환 및 반품 안내  
상품 수령 후 7일 이내에 구매하신 사이트를 통해 교환/반품 신청하시기 바랍니다. 상품 도착 후 영업일 기준 3~4일 정도 검수 기간이 소요될 수 있습니다. 배송비 동봉 시 분실될 우려가 있어 사이트 내 결제가 불가능할 경우에는 입금 결제가 안전합니다. 타 택배/편의점 택배 이용 시, 선불 발송 후 초도 배송비 3,000원은 입금해 주셔야 합니다.  

반품의 경우 결제하신 사이트에서 접수가 되어야 환불이 가능하며, 판매자 사유(오배송/불량) 접수 시 상세 사유를 알려주셔야 검수가 가능합니다. 교환의 경우 상품을 먼저 회수 후에"
여름 남자 밴딩 스판 중년 청바지 데님 LV1-JES-BNPL8-샌드진청,17205749.jpg,https://www.w-shopping.co.kr/display/goods/17205749,"LIVILMOA  
리빌모아는 대한민국 남성 스탠다드 체형을 기준으로 TAPIE 소재와 기본에 충실한 디자인에 트렌드를 믹스하여 일상의 경계 없이 편안하고 세련된 남성 캐주얼룩을 지향합니다.  
리빌모아는 일부 상품을 제외하고 자체 직영생산 출고되며 백화점 전용 제작 및 다수 협력 업체에 납품하고 있습니다.  

**여름 남자 밴딩 스판 중년 청바지 데님 LV1-JES-BNPL8-샌드진청**  
COLOR: 샌드진청, 샌드연청  
SIZE: 30, 32, 34, 36, 38  

산뜻한 착용감의 스판 정바지입니다. 스판 소재를 넣어 편안한 착용감을 제공합니다. 두께감으로 인해 여름철에도 시원하게 착용할 수 있습니다.  
이 청바지는 4050대 남성을 위해 디자인되었으며, 멋스러운 워싱 컬러감과 부드러운 착용감이 특징입니다.  
허리 부분은 스판성 있는 소재를 사용하여 앉아 있어도 허리가 편안합니다. 스판 소재가 섞여 신축성이 좋으며, 하루 종일 편안하게 입을 수 있습니다.  
작용 강이 편한 버클과 단추, 수납 가능한 백 포켓과 깔끔하게 마무리된 끝단 바느질로 실용성을 더했습니다.  
신축성 좋은 허리 밴딩과 허벅지 둘레에 대한 세심한 배려로 편안한 착용감을 제공합니다.  

세탁 방법: 세탁기, 손세탁, 드라이클리닝 가능  
상세 사이즈의 치수는 재는 방법과 위치에 따라 오차가 있을 수 있습니다.  
SIZE   | 허리둘레 | 엉덩이둘레 | 허벅지둘레 | 밑위길이 | 밑단둘레 | 총기장  
30     | 39       | 50         | 26         | 28       | 19       | 99  
32     | 41       | 51         | 27         | 28       | 19       | 99  
34     | 43       | 51         | 28         | 29       | 19       | 100  
36     | 45       | 53         | 30         | 29       | 20       | 100  
38     | 47       | 55         | 32         | 30       | 20       | 101  

두께감: 가벼움, 적당함, 무거움  
신축성: 없음, 중간, 있음  
슬림: 슬림, 레귤러, 오버  
계절: 여름, 가을, 겨울  

**배송 안내**  
상품은 대히동운틱바(1588-1255)로 발송되며, 배송기간은 평균 2-3일 소요됩니다. 상품은 무료배송으로 발송되지만, 제주도는 3,000원, 도서산간은 5,000원의 추가 운임비가 발생합니다.  
배송 추적은 주문하신 사이트의 배송 추적 페이지에서 확인하실 수 있습니다.  

**교환 및 반품 안내**  
제품 불량일 경우라도 착용하거나 수선한 상품은 교환 및 반품이 불가합니다. 교환 및 반품 기한은 구매하신 사이트 내규에 따르며, 수령 후 바로 꼼꼼히 살펴"
